id,source_id,quality_score,rewritten
WEB8-005-569,WEB8-005,0.0000,yes
WEB8-005-570,WEB8-005,0.0000,yes
WEB8-005-571,WEB8-005,0.0000,yes
WEB8-005-572,WEB8-005,0.0000,yes
WEB8-005-573,WEB8-005,0.0000,yes
WEB8-005-574,WEB8-005,0.0000,yes
WEB8-005-575,WEB8-005,0.0000,yes
WEB8-005-576,WEB8-005,0.0000,yes
WEB8-005-577,WEB8-005,0.0000,yes
WEB8-005-578,WEB8-005,0.0000,yes
WEB8-005-579,WEB8-005,0.0000,yes
WEB8-005-580,WEB8-005,0.0000,yes
WEB8-005-581,WEB8-005,0.0000,yes
WEB8-005-582,WEB8-005,0.0000,yes
WEB8-005-583,WEB8-005,0.0000,yes
WEB8-005-584,WEB8-005,0.0000,yes
WEB8-005-585,WEB8-005,0.0000,yes
WEB8-005-586,WEB8-005,0.0000,yes
WEB8-005-587,WEB8-005,0.0000,yes
WEB8-005-588,WEB8-005,0.0000,yes
WEB8-005-589,WEB8-005,0.0000,yes
WEB8-005-590,WEB8-005,0.0000,yes
WEB8-005-591,WEB8-005,0.0000,yes
WEB8-005-592,WEB8-005,0.0000,yes
WEB8-005-593,WEB8-005,0.0000,yes
WEB8-005-594,WEB8-005,0.0000,yes
WEB8-005-595,WEB8-005,0.0000,yes
WEB8-005-596,WEB8-005,0.0000,yes
WEB8-005-597,WEB8-005,0.0000,yes
WEB8-005-598,WEB8-005,0.0000,yes
WEB8-005-599,WEB8-005,0.0000,yes
WEB8-005-600,WEB8-005,0.0000,yes
WEB8-005-601,WEB8-005,0.0000,yes
WEB8-005-602,WEB8-005,0.0000,yes
WEB8-005-603,WEB8-005,0.0000,yes
WEB8-005-604,WEB8-005,0.0000,yes
WEB8-005-605,WEB8-005,0.0000,yes
WEB8-005-606,WEB8-005,0.0000,yes
WEB8-005-607,WEB8-005,0.0000,yes
WEB8-005-608,WEB8-005,0.0000,yes
WEB8-005-609,WEB8-005,0.0000,yes
WEB8-005-610,WEB8-005,0.0000,yes
WEB8-005-611,WEB8-005,0.0000,yes
WEB8-005-612,WEB8-005,0.0000,yes
WEB8-005-613,WEB8-005,0.0000,yes
WEB8-005-614,WEB8-005,0.0000,yes
WEB8-005-615,WEB8-005,0.0000,yes
WEB8-005-616,WEB8-005,0.0000,yes
WEB8-005-617,WEB8-005,0.0000,yes
WEB8-005-618,WEB8-005,0.0000,yes
WEB8-005-619,WEB8-005,0.0000,yes
WEB8-005-620,WEB8-005,0.0000,yes
WEB8-005-621,WEB8-005,0.0000,yes
WEB8-005-622,WEB8-005,0.0000,yes
WEB8-005-623,WEB8-005,0.0000,yes
WEB8-005-624,WEB8-005,0.0000,yes
WEB8-005-625,WEB8-005,0.0000,yes
WEB8-005-626,WEB8-005,0.0000,yes
WEB8-005-627,WEB8-005,0.0000,yes
WEB8-005-628,WEB8-005,0.0000,yes
WEB8-005-629,WEB8-005,0.0000,yes
WEB8-005-630,WEB8-005,0.0000,yes
WEB8-005-631,WEB8-005,0.0000,yes
WEB8-005-632,WEB8-005,0.0000,yes
WEB8-005-633,WEB8-005,0.0000,yes
WEB8-005-634,WEB8-005,0.0000,yes
WEB8-005-635,WEB8-005,0.0000,yes
WEB8-005-636,WEB8-005,0.0000,yes
WEB8-005-637,WEB8-005,0.0000,yes
WEB8-005-638,WEB8-005,0.0000,yes
WEB8-005-639,WEB8-005,0.0000,yes
WEB8-005-640,WEB8-005,0.0000,yes
WEB8-005-641,WEB8-005,0.0000,yes
WEB8-005-642,WEB8-005,0.0000,yes
WEB8-005-643,WEB8-005,0.0000,yes
WEB8-005-644,WEB8-005,0.0000,yes
WEB8-005-645,WEB8-005,0.0000,yes
WEB8-005-646,WEB8-005,0.0000,yes
WEB8-005-647,WEB8-005,0.0000,yes
WEB8-005-648,WEB8-005,0.0000,yes
WEB8-005-649,WEB8-005,0.0000,yes
WEB8-005-650,WEB8-005,0.0000,yes
WEB8-005-651,WEB8-005,0.0000,yes
WEB8-005-652,WEB8-005,0.0000,yes
WEB8-005-653,WEB8-005,0.0000,yes
WEB8-005-654,WEB8-005,0.0000,yes
WEB8-005-655,WEB8-005,0.0000,yes
WEB8-005-656,WEB8-005,0.0000,yes
WEB8-005-657,WEB8-005,0.0000,yes
WEB8-005-658,WEB8-005,0.0000,yes
WEB8-005-659,WEB8-005,0.0000,yes
WEB8-005-660,WEB8-005,0.0000,yes
WEB8-005-661,WEB8-005,0.0000,yes
WEB8-005-662,WEB8-005,0.0000,yes
WEB8-005-663,WEB8-005,0.0000,yes
WEB8-005-664,WEB8-005,0.0000,yes
WEB8-005-665,WEB8-005,0.0000,yes
WEB8-005-666,WEB8-005,0.0000,yes
WEB8-005-667,WEB8-005,0.0000,yes
WEB8-005-668,WEB8-005,0.0000,yes
WEB8-005-669,WEB8-005,0.0000,yes
WEB8-005-670,WEB8-005,0.0000,yes
WEB8-005-671,WEB8-005,0.0000,yes
WEB8-005-672,WEB8-005,0.0000,yes
WEB8-005-673,WEB8-005,0.0000,yes
WEB8-005-674,WEB8-005,0.0000,yes
WEB8-005-675,WEB8-005,0.0000,yes
WEB8-005-676,WEB8-005,0.0000,yes
WEB8-005-677,WEB8-005,0.0000,yes
WEB8-005-678,WEB8-005,0.0000,yes
WEB8-005-679,WEB8-005,0.0000,yes
WEB8-005-680,WEB8-005,0.0000,yes
WEB8-005-681,WEB8-005,0.0000,yes
WEB8-005-682,WEB8-005,0.0000,yes
WEB8-005-683,WEB8-005,0.0000,yes
WEB8-005-684,WEB8-005,0.0000,yes
WEB8-005-685,WEB8-005,0.0000,yes
WEB8-005-686,WEB8-005,0.0000,yes
WEB8-005-687,WEB8-005,0.0000,yes
WEB8-005-688,WEB8-005,0.0000,yes
WEB8-005-689,WEB8-005,0.0000,yes
WEB8-005-690,WEB8-005,0.0000,yes
WEB8-005-691,WEB8-005,0.0000,yes
WEB8-005-692,WEB8-005,0.0000,yes
WEB8-005-693,WEB8-005,0.0000,yes
WEB8-005-694,WEB8-005,0.0000,yes
WEB8-005-695,WEB8-005,0.0000,yes
WEB8-005-696,WEB8-005,0.0000,yes
WEB8-005-697,WEB8-005,0.0000,yes
WEB8-005-698,WEB8-005,0.0000,yes
WEB8-005-699,WEB8-005,0.0000,yes
WEB8-005-700,WEB8-005,0.0000,yes
WEB8-005-701,WEB8-005,0.0000,yes
WEB8-005-702,WEB8-005,0.0000,yes
WEB8-005-703,WEB8-005,0.0000,yes
WEB8-005-704,WEB8-005,0.0000,yes
WEB8-005-705,WEB8-005,0.0000,yes
WEB8-005-706,WEB8-005,0.0000,yes
WEB8-005-707,WEB8-005,0.0000,yes
WEB8-005-708,WEB8-005,0.0000,yes
WEB8-005-709,WEB8-005,0.0000,yes
WEB8-005-710,WEB8-005,0.0000,yes
WEB8-005-711,WEB8-005,0.0000,yes
WEB8-005-712,WEB8-005,0.0000,yes
WEB8-005-713,WEB8-005,0.0000,yes
WEB8-005-714,WEB8-005,0.0000,yes
WEB8-005-715,WEB8-005,0.0000,yes
WEB8-005-716,WEB8-005,0.0000,yes
WEB8-005-717,WEB8-005,0.0000,yes
WEB8-005-718,WEB8-005,0.0000,yes
WEB8-005-719,WEB8-005,0.0000,yes
WEB8-005-720,WEB8-005,0.0000,yes
WEB8-005-721,WEB8-005,0.0000,yes
WEB8-005-722,WEB8-005,0.0000,yes
WEB8-005-723,WEB8-005,0.0000,yes
WEB8-005-724,WEB8-005,0.0000,yes
WEB8-005-725,WEB8-005,0.0000,yes
WEB8-005-726,WEB8-005,0.0000,yes
WEB8-005-727,WEB8-005,0.0000,yes
WEB8-005-728,WEB8-005,0.0000,yes
WEB8-005-729,WEB8-005,0.0000,yes
WEB8-005-730,WEB8-005,0.0000,yes
WEB8-005-731,WEB8-005,0.0000,yes
WEB8-005-732,WEB8-005,0.0000,yes
WEB8-005-733,WEB8-005,0.0000,yes
WEB8-005-734,WEB8-005,0.0000,yes
WEB8-005-735,WEB8-005,0.0000,yes
WEB8-005-736,WEB8-005,0.0000,yes
WEB8-005-737,WEB8-005,0.0000,yes
WEB8-005-738,WEB8-005,0.0000,yes
WEB8-005-739,WEB8-005,0.0000,yes
WEB8-005-740,WEB8-005,0.0000,yes
WEB8-005-741,WEB8-005,0.0000,yes
WEB8-005-742,WEB8-005,0.0000,yes
WEB8-005-743,WEB8-005,0.0000,yes
WEB8-005-744,WEB8-005,0.0000,yes
WEB8-005-745,WEB8-005,0.0000,yes
WEB8-005-746,WEB8-005,0.0000,yes
WEB8-005-747,WEB8-005,0.0000,yes
WEB8-005-748,WEB8-005,0.0000,yes
WEB8-005-749,WEB8-005,0.0000,yes
WEB8-005-750,WEB8-005,0.0000,yes
WEB8-005-751,WEB8-005,0.0000,yes
WEB8-005-752,WEB8-005,0.0000,yes
WEB8-005-753,WEB8-005,0.0000,yes
WEB8-005-754,WEB8-005,0.0000,yes
WEB8-005-755,WEB8-005,0.0000,yes
WEB8-005-756,WEB8-005,0.0000,yes
WEB8-005-757,WEB8-005,0.0000,yes
WEB8-005-758,WEB8-005,0.0000,yes
WEB8-005-759,WEB8-005,0.0000,yes
WEB8-005-760,WEB8-005,0.0000,yes
WEB8-005-761,WEB8-005,0.0000,yes
WEB8-005-762,WEB8-005,0.0000,yes
WEB8-005-763,WEB8-005,0.0000,yes
WEB8-005-764,WEB8-005,0.0000,yes
WEB8-005-765,WEB8-005,0.0000,yes
WEB8-005-766,WEB8-005,0.0000,yes
WEB8-005-767,WEB8-005,0.0000,yes
WEB8-005-768,WEB8-005,0.0000,yes
WEB8-005-769,WEB8-005,0.0000,yes
WEB8-005-770,WEB8-005,0.0000,yes
WEB8-005-771,WEB8-005,0.0000,yes
WEB8-005-772,WEB8-005,0.0000,yes
WEB8-005-773,WEB8-005,0.0000,yes
WEB8-005-774,WEB8-005,0.0000,yes
WEB8-005-775,WEB8-005,0.0000,yes
WEB8-005-776,WEB8-005,0.0000,yes
WEB8-005-777,WEB8-005,0.0000,yes
WEB8-005-778,WEB8-005,0.0000,yes
WEB8-005-779,WEB8-005,0.0000,yes
WEB8-005-780,WEB8-005,0.0000,yes
WEB8-005-781,WEB8-005,0.0000,yes
WEB8-005-782,WEB8-005,0.0000,yes
WEB8-005-783,WEB8-005,0.0000,yes
WEB8-005-784,WEB8-005,0.0000,yes
WEB8-005-785,WEB8-005,0.0000,yes
WEB8-005-786,WEB8-005,0.0000,yes
WEB8-005-787,WEB8-005,0.0000,yes
WEB8-005-788,WEB8-005,0.0000,yes
WEB8-005-789,WEB8-005,0.0000,yes
WEB8-005-790,WEB8-005,0.0000,yes
WEB8-005-791,WEB8-005,0.0000,yes
WEB8-005-792,WEB8-005,0.0000,yes
WEB8-005-793,WEB8-005,0.0000,yes
WEB8-005-794,WEB8-005,0.0000,yes
WEB8-005-795,WEB8-005,0.0000,yes
WEB8-005-796,WEB8-005,0.0000,yes
WEB8-005-797,WEB8-005,0.0000,yes
WEB8-005-798,WEB8-005,0.0000,yes
WEB8-005-799,WEB8-005,0.0000,yes
WEB8-005-800,WEB8-005,0.0000,yes
WEB8-005-801,WEB8-005,0.0000,yes
WEB8-005-802,WEB8-005,0.0000,yes
WEB8-005-803,WEB8-005,0.0000,yes
WEB8-005-804,WEB8-005,0.0000,yes
WEB8-005-805,WEB8-005,0.0000,yes
WEB8-005-806,WEB8-005,0.0000,yes
WEB8-005-807,WEB8-005,0.0000,yes
WEB8-005-808,WEB8-005,0.0000,yes
WEB8-005-809,WEB8-005,0.0000,yes
WEB8-005-810,WEB8-005,0.0000,yes
WEB8-005-811,WEB8-005,0.0000,yes
WEB8-005-812,WEB8-005,0.0000,yes
WEB8-005-813,WEB8-005,0.0000,yes
WEB8-005-814,WEB8-005,0.0000,yes
WEB8-005-815,WEB8-005,0.0000,yes
WEB8-005-816,WEB8-005,0.0000,yes
WEB8-005-817,WEB8-005,0.0000,yes
WEB8-005-818,WEB8-005,0.0000,yes
WEB8-005-819,WEB8-005,0.0000,yes
WEB8-005-820,WEB8-005,0.0000,yes
WEB8-005-821,WEB8-005,0.0000,yes
WEB8-005-822,WEB8-005,0.0000,yes
WEB8-005-823,WEB8-005,0.0000,yes
WEB8-005-824,WEB8-005,0.0000,yes
WEB8-005-825,WEB8-005,0.0000,yes
WEB8-005-826,WEB8-005,0.0000,yes
WEB8-005-827,WEB8-005,0.0000,yes
WEB8-005-828,WEB8-005,0.0000,yes
WEB8-005-829,WEB8-005,0.0000,yes
WEB8-005-830,WEB8-005,0.0000,yes
WEB8-005-831,WEB8-005,0.0000,yes
WEB8-005-832,WEB8-005,0.0000,yes
WEB8-005-833,WEB8-005,0.0000,yes
WEB8-005-834,WEB8-005,0.0000,yes
WEB8-005-835,WEB8-005,0.0000,yes
WEB8-005-836,WEB8-005,0.0000,yes
WEB8-005-837,WEB8-005,0.0000,yes
WEB8-005-838,WEB8-005,0.0000,yes
WEB8-005-839,WEB8-005,0.0000,yes
WEB8-005-840,WEB8-005,0.0000,yes
WEB8-005-841,WEB8-005,0.0000,yes
WEB8-005-842,WEB8-005,0.0000,yes
WEB8-005-843,WEB8-005,0.0000,yes
WEB8-005-844,WEB8-005,0.0000,yes
WEB8-005-845,WEB8-005,0.0000,yes
WEB8-005-846,WEB8-005,0.0000,yes
WEB8-005-847,WEB8-005,0.0000,yes
WEB8-005-848,WEB8-005,0.0000,yes
WEB8-005-849,WEB8-005,0.0000,yes
WEB8-005-850,WEB8-005,0.0000,yes
WEB8-005-851,WEB8-005,0.0000,yes
WEB8-005-852,WEB8-005,0.0000,yes
WEB8-005-853,WEB8-005,0.0000,yes
WEB8-005-854,WEB8-005,0.0000,yes
WEB8-005-855,WEB8-005,0.0000,yes
WEB8-005-856,WEB8-005,0.0000,yes
WEB8-005-857,WEB8-005,0.0000,yes
WEB8-005-858,WEB8-005,0.0000,yes
WEB8-005-859,WEB8-005,0.0000,yes
WEB8-005-860,WEB8-005,0.0000,yes
WEB8-005-861,WEB8-005,0.0000,yes
WEB8-005-862,WEB8-005,0.0000,yes
WEB8-005-863,WEB8-005,0.0000,yes
WEB8-005-864,WEB8-005,0.0000,yes
WEB8-005-865,WEB8-005,0.0000,yes
WEB8-005-866,WEB8-005,0.0000,yes
WEB8-005-867,WEB8-005,0.0000,yes
WEB8-005-868,WEB8-005,0.0000,yes
WEB8-005-869,WEB8-005,0.0000,yes
WEB8-005-870,WEB8-005,0.0000,yes
WEB8-005-871,WEB8-005,0.0000,yes
WEB8-005-872,WEB8-005,0.0000,yes
WEB8-005-873,WEB8-005,0.0000,yes
WEB8-005-874,WEB8-005,0.0000,yes
WEB8-005-875,WEB8-005,0.0000,yes
WEB8-005-876,WEB8-005,0.0000,yes
WEB8-005-877,WEB8-005,0.0000,yes
WEB8-005-878,WEB8-005,0.0000,yes
WEB8-005-879,WEB8-005,0.0000,yes
WEB8-005-880,WEB8-005,0.0000,yes
WEB8-005-881,WEB8-005,0.0000,yes
WEB8-005-882,WEB8-005,0.0000,yes
WEB8-005-883,WEB8-005,0.0000,yes
WEB8-005-884,WEB8-005,0.0000,yes
WEB8-005-885,WEB8-005,0.0000,yes
WEB8-005-886,WEB8-005,0.0000,yes
WEB8-005-887,WEB8-005,0.0000,yes
WEB8-005-888,WEB8-005,0.0000,yes
WEB8-005-889,WEB8-005,0.0000,yes
WEB8-005-890,WEB8-005,0.0000,yes
WEB8-005-891,WEB8-005,0.0000,yes
WEB8-005-892,WEB8-005,0.0000,yes
WEB8-005-893,WEB8-005,0.0000,yes
WEB8-005-894,WEB8-005,0.0000,yes
WEB8-005-895,WEB8-005,0.0000,yes
WEB8-005-896,WEB8-005,0.0000,yes
WEB8-005-897,WEB8-005,0.0000,yes
WEB8-005-898,WEB8-005,0.0000,yes
WEB8-005-899,WEB8-005,0.0000,yes
WEB8-005-900,WEB8-005,0.0000,yes
WEB8-005-901,WEB8-005,0.0000,yes
WEB8-005-902,WEB8-005,0.0000,yes
WEB8-005-903,WEB8-005,0.0000,yes
WEB8-005-904,WEB8-005,0.0000,yes
WEB8-005-905,WEB8-005,0.0000,yes
WEB8-005-906,WEB8-005,0.0000,yes
WEB8-005-907,WEB8-005,0.0000,yes
WEB8-005-908,WEB8-005,0.0000,yes
WEB8-005-909,WEB8-005,0.0000,yes
WEB8-005-910,WEB8-005,0.0000,yes
WEB8-005-911,WEB8-005,0.0000,yes
WEB8-005-912,WEB8-005,0.0000,yes
WEB8-005-913,WEB8-005,0.0000,yes
WEB8-005-914,WEB8-005,0.0000,yes
WEB8-005-915,WEB8-005,0.0000,yes
WEB8-005-916,WEB8-005,0.0000,yes
WEB8-005-917,WEB8-005,0.0000,yes
WEB8-005-918,WEB8-005,0.0000,yes
WEB8-005-919,WEB8-005,0.0000,yes
WEB8-005-920,WEB8-005,0.0000,yes
WEB8-005-921,WEB8-005,0.0000,yes
WEB8-005-922,WEB8-005,0.0000,yes
WEB8-005-923,WEB8-005,0.0000,yes
WEB8-005-924,WEB8-005,0.0000,yes
WEB8-005-925,WEB8-005,0.0000,yes
WEB8-005-926,WEB8-005,0.0000,yes
WEB8-005-927,WEB8-005,0.0000,yes
WEB8-005-928,WEB8-005,0.0000,yes
WEB8-005-929,WEB8-005,0.0000,yes
WEB8-005-930,WEB8-005,0.0000,yes
WEB8-005-931,WEB8-005,0.0000,yes
WEB8-005-932,WEB8-005,0.0000,yes
WEB8-005-933,WEB8-005,0.0000,yes
WEB8-005-934,WEB8-005,0.0000,yes
WEB8-005-935,WEB8-005,0.0000,yes
WEB8-005-936,WEB8-005,0.0000,yes
WEB8-005-937,WEB8-005,0.0000,yes
WEB8-005-938,WEB8-005,0.0000,yes
WEB8-005-939,WEB8-005,0.0000,yes
WEB8-005-940,WEB8-005,0.0000,yes
WEB8-005-941,WEB8-005,0.0000,yes
WEB8-005-942,WEB8-005,0.0000,yes
WEB8-005-943,WEB8-005,0.0000,yes
WEB8-005-944,WEB8-005,0.0000,yes
WEB8-005-945,WEB8-005,0.0000,yes
WEB8-005-946,WEB8-005,0.0000,yes
WEB8-005-947,WEB8-005,0.0000,yes
WEB8-005-948,WEB8-005,0.0000,yes
WEB8-005-949,WEB8-005,0.0000,yes
WEB8-005-950,WEB8-005,0.0000,yes
WEB8-005-951,WEB8-005,0.0000,yes
WEB8-005-952,WEB8-005,0.0000,yes
WEB8-005-953,WEB8-005,0.0000,yes
WEB8-005-954,WEB8-005,0.0000,yes
WEB8-005-955,WEB8-005,0.0000,yes
WEB8-005-956,WEB8-005,0.0000,yes
WEB8-005-957,WEB8-005,0.0000,yes
WEB8-005-958,WEB8-005,0.0000,yes
WEB8-005-959,WEB8-005,0.0000,yes
WEB8-005-960,WEB8-005,0.0000,yes
WEB8-005-961,WEB8-005,0.0000,yes
WEB8-005-962,WEB8-005,0.0000,yes
WEB8-005-963,WEB8-005,0.0000,yes
WEB8-005-964,WEB8-005,0.0000,yes
WEB8-005-965,WEB8-005,0.0000,yes
WEB8-005-966,WEB8-005,0.0000,yes
WEB8-005-967,WEB8-005,0.0000,yes
WEB8-005-968,WEB8-005,0.0000,yes
WEB8-005-969,WEB8-005,0.0000,yes
WEB8-005-970,WEB8-005,0.0000,yes
WEB8-005-971,WEB8-005,0.0000,yes
WEB8-005-972,WEB8-005,0.0000,yes
WEB8-005-973,WEB8-005,0.0000,yes
WEB8-005-974,WEB8-005,0.0000,yes
WEB8-005-975,WEB8-005,0.0000,yes
WEB8-005-976,WEB8-005,0.0000,yes
WEB8-005-977,WEB8-005,0.0000,yes
WEB8-005-978,WEB8-005,0.0000,yes
WEB8-005-979,WEB8-005,0.0000,yes
WEB8-005-980,WEB8-005,0.0000,yes
WEB8-005-981,WEB8-005,0.0000,yes
WEB8-005-982,WEB8-005,0.0000,yes
WEB8-005-983,WEB8-005,0.0000,yes
WEB8-005-984,WEB8-005,0.0000,yes
WEB8-005-985,WEB8-005,0.0000,yes
WEB8-005-986,WEB8-005,0.0000,yes
WEB8-005-987,WEB8-005,0.0000,yes
WEB8-005-988,WEB8-005,0.0000,yes
WEB8-005-989,WEB8-005,0.0000,yes
WEB8-005-990,WEB8-005,0.0000,yes
WEB8-005-991,WEB8-005,0.0000,yes
WEB8-005-992,WEB8-005,0.0000,yes
WEB8-005-993,WEB8-005,0.0000,yes
WEB8-005-994,WEB8-005,0.0000,yes
WEB8-005-995,WEB8-005,0.0000,yes
WEB8-005-996,WEB8-005,0.0000,yes
WEB8-005-997,WEB8-005,0.0000,yes
WEB8-005-998,WEB8-005,0.0000,yes
WEB8-005-999,WEB8-005,0.0000,yes
WEB8-005-1000,WEB8-005,0.0000,yes
WEB8-005-1001,WEB8-005,0.0000,yes
WEB8-005-1002,WEB8-005,0.0000,yes
WEB8-005-1003,WEB8-005,0.0000,yes
WEB8-005-1004,WEB8-005,0.0000,yes
WEB8-005-1005,WEB8-005,0.0000,yes
WEB8-005-1006,WEB8-005,0.0000,yes
WEB8-005-1007,WEB8-005,0.0000,yes
WEB8-005-1008,WEB8-005,0.0000,yes
WEB8-005-1009,WEB8-005,0.0000,yes
WEB8-005-1010,WEB8-005,0.0000,yes
WEB8-005-1011,WEB8-005,0.0000,yes
WEB8-005-1012,WEB8-005,0.0000,yes
WEB8-005-1013,WEB8-005,0.0000,yes
WEB8-005-1014,WEB8-005,0.0000,yes
WEB8-005-1015,WEB8-005,0.0000,yes
WEB8-005-1016,WEB8-005,0.0000,yes
WEB8-005-1017,WEB8-005,0.0000,yes
WEB8-005-1018,WEB8-005,0.0000,yes
WEB8-005-1019,WEB8-005,0.0000,yes
WEB8-005-1020,WEB8-005,0.0000,yes
WEB8-005-1021,WEB8-005,0.0000,yes
WEB8-005-1022,WEB8-005,0.0000,yes
WEB8-005-1023,WEB8-005,0.0000,yes
WEB8-005-1024,WEB8-005,0.0000,yes
WEB8-005-1025,WEB8-005,0.0000,yes
WEB8-005-1026,WEB8-005,0.0000,yes
WEB8-005-1027,WEB8-005,0.0000,yes
WEB8-005-1028,WEB8-005,0.0000,yes
WEB8-005-1029,WEB8-005,0.0000,yes
WEB8-005-1030,WEB8-005,0.0000,yes
WEB8-005-1031,WEB8-005,0.0000,yes
WEB8-005-1032,WEB8-005,0.0000,yes
WEB8-005-1033,WEB8-005,0.0000,yes
WEB8-005-1034,WEB8-005,0.0000,yes
WEB8-005-1035,WEB8-005,0.0000,yes
WEB8-005-1036,WEB8-005,0.0000,yes
WEB8-005-1037,WEB8-005,0.0000,yes
WEB8-005-1038,WEB8-005,0.0000,yes
WEB8-005-1039,WEB8-005,0.0000,yes
WEB8-005-1040,WEB8-005,0.0000,yes
WEB8-005-1041,WEB8-005,0.0000,yes
WEB8-005-1042,WEB8-005,0.0000,yes
WEB8-005-1043,WEB8-005,0.0000,yes
WEB8-005-1044,WEB8-005,0.0000,yes
WEB8-005-1045,WEB8-005,0.0000,yes
WEB8-005-1046,WEB8-005,0.0000,yes
WEB8-005-1047,WEB8-005,0.0000,yes
WEB8-005-1048,WEB8-005,0.0000,yes
WEB8-005-1049,WEB8-005,0.0000,yes
WEB8-005-1050,WEB8-005,0.0000,yes
WEB8-005-1051,WEB8-005,0.0000,yes
WEB8-005-1052,WEB8-005,0.0000,yes
WEB8-005-1053,WEB8-005,0.0000,yes
WEB8-005-1054,WEB8-005,0.0000,yes
WEB8-005-1055,WEB8-005,0.0000,yes
WEB8-005-1056,WEB8-005,0.0000,yes
WEB8-005-1057,WEB8-005,0.0000,yes
WEB8-005-1058,WEB8-005,0.0000,yes
WEB8-005-1059,WEB8-005,0.0000,yes
WEB8-005-1060,WEB8-005,0.0000,yes
WEB8-005-1061,WEB8-005,0.0000,yes
WEB8-005-1062,WEB8-005,0.0000,yes
WEB8-005-1063,WEB8-005,0.0000,yes
WEB8-005-1064,WEB8-005,0.0000,yes
WEB8-005-1065,WEB8-005,0.0000,yes
WEB8-005-1066,WEB8-005,0.0000,yes
WEB8-005-1067,WEB8-005,0.0000,yes
WEB8-005-1068,WEB8-005,0.0000,yes
WEB8-005-1069,WEB8-005,0.0000,yes
WEB8-005-1070,WEB8-005,0.0000,yes
WEB8-005-1071,WEB8-005,0.0000,yes
WEB8-005-1072,WEB8-005,0.0000,yes
WEB8-005-1073,WEB8-005,0.0000,yes
WEB8-005-1074,WEB8-005,0.0000,yes
WEB8-005-1075,WEB8-005,0.0000,yes
WEB8-005-1076,WEB8-005,0.0000,yes
WEB8-005-1077,WEB8-005,0.0000,yes
WEB8-005-1078,WEB8-005,0.0000,yes
WEB8-005-1079,WEB8-005,0.0000,yes
WEB8-005-1080,WEB8-005,0.0000,yes
WEB8-005-1081,WEB8-005,0.0000,yes
WEB8-005-1082,WEB8-005,0.0000,yes
WEB8-005-1083,WEB8-005,0.0000,yes
WEB8-005-1084,WEB8-005,0.0000,yes
WEB8-005-1085,WEB8-005,0.0000,yes
WEB8-005-1086,WEB8-005,0.0000,yes
WEB8-005-1087,WEB8-005,0.0000,yes
WEB8-005-1088,WEB8-005,0.0000,yes
WEB8-005-1089,WEB8-005,0.0000,yes
WEB8-005-1090,WEB8-005,0.0000,yes
WEB8-005-1091,WEB8-005,0.0000,yes
WEB8-005-1092,WEB8-005,0.0000,yes
WEB8-005-1093,WEB8-005,0.0000,yes
WEB8-005-1094,WEB8-005,0.0000,yes
WEB8-005-1095,WEB8-005,0.0000,yes
WEB8-005-1096,WEB8-005,0.0000,yes
WEB8-005-1097,WEB8-005,0.0000,yes
WEB8-005-1098,WEB8-005,0.0000,yes
WEB8-005-1099,WEB8-005,0.0000,yes
WEB8-005-1100,WEB8-005,0.0000,yes
WEB8-005-1101,WEB8-005,0.0000,yes
WEB8-005-1102,WEB8-005,0.0000,yes
WEB8-005-1103,WEB8-005,0.0000,yes
WEB8-005-1104,WEB8-005,0.0000,yes
WEB8-005-1105,WEB8-005,0.0000,yes
WEB8-005-1106,WEB8-005,0.0000,yes
WEB8-005-1107,WEB8-005,0.0000,yes
WEB8-005-1108,WEB8-005,0.0000,yes
WEB8-005-1109,WEB8-005,0.0000,yes
WEB8-005-1110,WEB8-005,0.0000,yes
WEB8-005-1111,WEB8-005,0.0000,yes
WEB8-005-1112,WEB8-005,0.0000,yes
WEB8-005-1113,WEB8-005,0.0000,yes
WEB8-005-1114,WEB8-005,0.0000,yes
WEB8-005-1115,WEB8-005,0.0000,yes
WEB8-005-1116,WEB8-005,0.0000,yes
WEB8-005-1117,WEB8-005,0.0000,yes
WEB8-005-1118,WEB8-005,0.0000,yes
WEB8-005-1119,WEB8-005,0.0000,yes
WEB8-005-1120,WEB8-005,0.0000,yes
WEB8-005-1121,WEB8-005,0.0000,yes
WEB8-005-1122,WEB8-005,0.0000,yes
WEB8-005-1123,WEB8-005,0.0000,yes
WEB8-005-1124,WEB8-005,0.0000,yes
WEB8-005-1125,WEB8-005,0.0000,yes
WEB8-005-1126,WEB8-005,0.0000,yes
WEB8-005-1127,WEB8-005,0.0000,yes
WEB8-005-1128,WEB8-005,0.0000,yes
WEB8-005-1129,WEB8-005,0.0000,yes
WEB8-005-1130,WEB8-005,0.0000,yes
WEB8-005-1131,WEB8-005,0.0000,yes
WEB8-005-1132,WEB8-005,0.0000,yes
WEB8-005-1133,WEB8-005,0.0000,yes
WEB8-005-1134,WEB8-005,0.0000,yes
WEB8-005-1135,WEB8-005,0.0000,yes
WEB8-005-1136,WEB8-005,0.0000,yes
WEB8-005-1137,WEB8-005,0.0000,yes
WEB8-005-1138,WEB8-005,0.0000,yes
WEB8-005-1139,WEB8-005,0.0000,yes
WEB8-005-1140,WEB8-005,0.0000,yes
WEB8-005-1141,WEB8-005,0.0000,yes
WEB8-005-1142,WEB8-005,0.0000,yes
WEB8-005-1143,WEB8-005,0.0000,yes
WEB8-005-1144,WEB8-005,0.0000,yes
